idx,words,lid,pos
960,"['RT' '@HJS_KJ' ':' 'deshbhakto' 'ab' 'samay' 'aa' 'gaya' 'hai-'
 '#BoyCottKaranJohar' 'who' 'is' 'supportng' 'pak' 'ppl' '.']","['rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'en'
 'rest' 'en' 'rest']","['X' 'X' 'X' 'NOUN' 'ADV' 'NOUN' 'VERB' 'VERB' 'VERB' 'X' 'PRON_WH' 'VERB'
 'VERB' 'ADJ' 'NOUN' 'X']"
961,"['RT' '@JournoPranay' ':' 'At' '#UNGA' 'EAM' '@SushmaSwaraj' '2' 'address'
 'in' '#Hindi' '2night' '.' 'Messg' 'wl' 'echo' 'in' 'Pak' 'too' '.'
 'Aftr' '#UriAttack' '#Terrorism' '2' 'dominate']","['rest' 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'rest'
 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'en' 'rest' 'rest'
 'rest' 'en']","['X' 'X' 'X' 'ADP' 'X' 'PROPN' 'X' 'PART' 'VERB' 'ADP' 'X' 'ADV' 'X'
 'NOUN' 'VERB' 'VERB' 'ADP' 'PROPN' 'PART' 'X' 'ADV' 'X' 'X' 'PART' 'VERB']"
962,"['RT' '@VinayTiwari_' ':' 'How' 'many' 'will' 'watch' 'PAKISTANi' 'Actor'
 'Fawad' 'Khan' '?']",['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest'],"['X' 'X' 'X' 'PRON_WH' 'ADJ' 'VERB' 'VERB' 'ADJ' 'NOUN' 'PROPN' 'PROPN'
 'X']"
963,"['@MehrTarar' 'Agree' 'but' ""'"" 'Haath' 'Milane' 'Ke' 'Liye' 'Dusare' 'Ka'
 'Hath' 'Chahiye' 'Na' 'ki' 'State' 'Sponsor' 'Terrorism' ""'"" '.' 'Hope'
 'u' 'will' 'agree' '?' '#UriAttack']","['rest' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'en' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest']","['X' 'VERB' 'CONJ' 'X' 'NOUN' 'VERB' 'ADP' 'ADP' 'PRON' 'ADP' 'NOUN'
 'VERB' 'PART' 'CONJ' 'ADJ' 'ADJ' 'NOUN' 'X' 'X' 'VERB' 'PRON' 'VERB'
 'VERB' 'X' 'X']"
964,"['Shah' 'Rukh' 'Khan' 'speaks' 'out' 'against' '#UriAttack'
 'https://t.co/GaUyY0OvP2']",['rest' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'rest'],['PROPN' 'PROPN' 'PROPN' 'VERB' 'PART' 'ADP' 'X' 'X']
965,"['Yehi' 'sahi' 'time' 'hai' 'pakistan' 'ko' 'muhtod' 'jawaw' 'dena' 'hai'
 '...' '#PMmodiji' '@PMOIndia' '#UriAttack' '@narendramodi']","['hi' 'hi' 'en' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest'
 'rest' 'rest']","['DET' 'ADJ' 'NOUN' 'VERB' 'PROPN' 'ADP' 'ADJ' 'NOUN' 'VERB' 'VERB' 'X'
 'X' 'X' 'X' 'X']"
966,"['Band' 'karo' 'yeh' 'sabh' 'Gandhi' 'harkateyin' ""'"" 'Bana' 'do' 'ek' 'r'
 'phantom' ""'"" 'yedi' 'atomic' 'attack' 'Pakistan' 'side' 'se' 'issue'
 'hi' ',' 'then' 'we' 'should' 'be' 'ready' 'to' 'face' 'that' 'too' '.'
 'aakhir' 'kab' 'tak' '?' '@narendramodi' '#UriAttack']","['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'en' 'rest' 'hi'
 'en' 'en' 'rest' 'en' 'hi' 'en' 'hi' 'rest' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest']","['VERB' 'VERB' 'DET' 'DET' 'ADJ' 'NOUN' 'X' 'VERB' 'VERB' 'NUM' 'ADJ'
 'PROPN' 'X' 'CONJ' 'ADJ' 'NOUN' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'VERB' 'X'
 'CONJ' 'PRON' 'VERB' 'VERB' 'ADJ' 'PART' 'VERB' 'DET' 'PART' 'X' 'ADV'
 'PRON_WH' 'ADV' 'X' 'X' 'X']"
967,"['ha' 'ha' 'ha' '.' 'Also' ',' 'unsure' 'as' '2' 'kitno' 'ke' 'pichwade'
 'mein' 'Indian' 'Army' 'ke' 'gooli' 'lagi' '...' '#SurgicalStrikes'
 '#56InchRocks' '#ModiPunishesPak' '#UriAttack' 'https://t.co/W3T5UFzqkL']","['rest' 'rest' 'rest' 'rest' 'en' 'rest' 'en' 'en' 'rest' 'hi' 'hi' 'hi'
 'hi' 'en' 'en' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest']","['PART' 'PART' 'PART' 'X' 'CONJ' 'X' 'ADJ' 'ADV' 'ADV' 'PRON_WH' 'ADP'
 'NOUN' 'ADP' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'VERB' 'X' 'X' 'X' 'X' 'X' 'X']"
968,"['Jesa' 'kashmir' 'main' 'karo' 'gy' 'waisa' 'he' 'bhugatna' 'parry' 'ga'
 '#India' 'term' 'moot' 'aaye' 'lashker' 'aayr' 'lashker' 'aaye' '..'
 '#UriAttack']","['hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'rest' 'rest']","['ADV' 'PROPN' 'ADP' 'VERB' 'VERB' 'ADV' 'PART' 'VERB' 'VERB' 'VERB' 'X'
 'NOUN' 'VERB' 'VERB' 'NOUN' 'VERB' 'NOUN' 'VERB' 'X' 'X']"
969,"['RT' '@TheQuint' ':' '#UriAttack' '|' 'To' 'go' 'to' 'war' 'with'
 'Pakistan' 'or' 'not' '?' 'Join' 'us' 'for' 'a' 'LIVE' 'discussion'
 'with' '@Abhijit_Iyer' 'and' '@theUdayB' '.']","['rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en'
 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'rest']","['X' 'X' 'X' 'X' 'X' 'PART' 'VERB' 'ADP' 'NOUN' 'ADP' 'PROPN' 'CONJ'
 'PART_NEG' 'X' 'VERB' 'PRON' 'ADP' 'DET' 'ADJ' 'NOUN' 'ADP' 'X' 'CONJ'
 'X' 'X']"
970,"['#UriAttack' 'coward' 'pakis' 'army' 'samne' 'se' 'to' 'jit' 'nhi'
 'sakte' 'to' 'piche' 'se' 'war' 'karte' 'hai']","['rest' 'en' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi']","['X' 'ADJ' 'ADJ' 'NOUN' 'ADV' 'ADP' 'PART' 'VERB' 'PART_NEG' 'VERB' 'CONJ'
 'ADV' 'ADP' 'VERB' 'VERB' 'VERB']"
971,"['#Pakistan' 'PM' '#NawazSharif' 'says' '#UriAttack' 'could' 'be' ""'""
 'reaction' 'to' 'situation' 'in' 'Kashmir' ""'"" '.' 'Waah' 'Janab' 'this'
 'is' 'called' ""'"" 'HEIGHTS' 'OF' 'SHAMELESSNESS' ""'""]","['rest' 'rest' 'rest' 'en' 'rest' 'en' 'en' 'rest' 'en' 'en' 'en' 'en'
 'rest' 'rest' 'rest' 'hi' 'hi' 'en' 'en' 'en' 'rest' 'en' 'en' 'en'
 'rest']","['X' 'PROPN' 'X' 'VERB' 'X' 'VERB' 'VERB' 'X' 'NOUN' 'ADP' 'NOUN' 'ADP'
 'PROPN' 'X' 'X' 'PART' 'NOUN' 'DET' 'VERB' 'VERB' 'X' 'NOUN' 'ADP' 'NOUN'
 'X']"
972,"['RT' '@V1SH4L' ':' 'What' 'an' 'asshole' ""we've"" 'elected' 'as' 'PM' '.'
 'From' ""'"" 'Ghus' 'k' 'maarenge' 'in' '2013' ""'"" 'to' ""'"" 'in' '2017' ""'""
 '.' '#UriAttack']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en'
 'rest' 'hi' 'hi' 'hi' 'en' 'rest' 'rest' 'en' 'rest' 'en' 'rest' 'rest'
 'rest' 'rest']","['X' 'X' 'X' 'PRON_WH' 'DET' 'NOUN' 'VERB' 'VERB' 'ADP' 'PROPN' 'X' 'ADP'
 'X' 'VERB' 'VERB' 'VERB' 'ADP' 'NUM' 'X' 'ADP' 'X' 'ADP' 'NUM' 'X' 'X'
 'X']"
973,"['Now' 'Delhi' 'Govt' 'should' 'have' 'nothing' 'with' 'Pak' '...' 'else'
 ""'"" 'dub' 'maro' 'chullu' 'bhar' 'pani' 'main' ""'"" '#DelhiGov' ','
 '#UriAttack' ',' '#BanPak' '#AttackPak']","['en' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'rest' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest']","['ADV' 'ADJ' 'NOUN' 'VERB' 'VERB' 'PART_NEG' 'ADP' 'PROPN' 'X' 'CONJ' 'X'
 'VERB' 'VERB' 'ADJ' 'ADJ' 'NOUN' 'ADP' 'X' 'X' 'X' 'X' 'X' 'X' 'X']"
974,"['@AsimBajwaISPR' 'I' 'want' 'to' 'see' 'what' 'Indian' 'media' 'has' 'to'
 'say' 'about' 'this' '.' 'I' ""can't"" 'stop' 'laughing' 'on' 'Indian'
 'media' '#drama' '#UriAttack']","['rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest'
 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest']","['X' 'PRON' 'VERB' 'PART' 'VERB' 'PRON_WH' 'ADJ' 'NOUN' 'VERB' 'PART'
 'VERB' 'ADP' 'DET' 'X' 'PRON' 'VERB' 'VERB' 'VERB' 'ADP' 'ADJ' 'NOUN' 'X'
 'X']"
975,"['RT' '@ExBBComerfarooq' ':' 'Is' 'Jaish' 'e' 'Mohammed' 'succeeding' 'in'
 'bringing' 'India' 'and' 'Pakistan' 'to' 'the' 'brink' 'of' 'war' '?'
 'Seems' 'so' '.' '#UriAttack']","['rest' 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'en'
 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'rest' 'rest']","['X' 'X' 'X' 'VERB' 'PROPN' 'PROPN' 'PROPN' 'VERB' 'ADP' 'VERB' 'PROPN'
 'CONJ' 'PROPN' 'ADP' 'DET' 'NOUN' 'ADP' 'NOUN' 'X' 'VERB' 'ADV' 'X' 'X']"
976,"['Aapki' '56' 'inch' 'ki' 'chhati' 'kaha' 'gayi' 'sir' 'kya' 'wo' '0.56'
 'inch' 'ki' 'hai' '@narendramodi']","['hi' 'rest' 'en' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'rest' 'en' 'hi' 'hi'
 'rest']","['PRON' 'NUM' 'NOUN' 'ADP' 'NOUN' 'PRON_WH' 'VERB' 'NOUN' 'PRON_WH' 'PRON'
 'NUM' 'NOUN' 'ADP' 'VERB' 'X']"
977,"['#UriAttack' 'seek' 'UN' 'intervention' 'to' 'resolve' 'the' 'issue' '.'
 'Revenge' 'tho' 'jaroor' 'lenge' ',' 'but' 'we' 'need' 'to' 'give' 'our'
 'country' 'men' 'a' 'long' 'term' 'solution' '4/4']","['rest' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'hi' 'hi' 'hi'
 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest']","['X' 'VERB' 'ADJ' 'NOUN' 'PART' 'VERB' 'DET' 'NOUN' 'X' 'NOUN' 'PART'
 'ADV' 'VERB' 'X' 'CONJ' 'PRON' 'VERB' 'PART' 'VERB' 'PRON' 'ADJ' 'NOUN'
 'DET' 'ADJ' 'ADJ' 'NOUN' 'NUM']"
978,"['Mr.' 'Aamir' 'Khan' ',' 'do' 'u' 'feel' 'India' 'safe' 'now' '?']",['rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'en' 'en' 'rest'],['PROPN' 'PROPN' 'PROPN' 'X' 'VERB' 'PRON' 'VERB' 'PROPN' 'ADJ' 'ADV' 'X']
979,"['RT' '@Thakurr_' ':' 'Have' 'anyone' 'seen' 'Gau' 'Rakshak' ',' 'BMKJ'
 'bulwane' 'vale' 'Rastrawadi' 'after' '#UriAttack' '?']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'hi' 'hi' 'rest' 'rest' 'hi' 'hi'
 'hi' 'hi' 'rest' 'rest']","['X' 'X' 'X' 'VERB' 'PRON' 'VERB' 'ADJ' 'NOUN' 'X' 'PROPN' 'VERB' 'PART'
 'NOUN' 'ADP' 'X' 'X']"
980,"['@sardesairajdeep' 'tumhare' 'aate' 'hi' 'debate' 'the' 'end' 'ho' 'gyi'
 '#uriattack']",['rest' 'hi' 'hi' 'hi' 'en' 'en' 'en' 'hi' 'hi' 'rest'],['X' 'PRON' 'VERB' 'PART' 'NOUN' 'DET' 'NOUN' 'VERB' 'VERB' 'X']
981,"['@Gurmeetramrahim' '#UriAttack' 'saint' 'ji' 'badi' 'dukad' 'news'
 'humarae' 'aur' 'humaarae' 'desh' 'kae' 'liyae' 'aur' 'oon' 'maa' 'baap'
 'kae' 'liyae' 'jinhonae' 'apnaabeta' 'khoya']","['rest' 'rest' 'en' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi']","['X' 'X' 'NOUN' 'PART' 'ADJ' 'ADJ' 'NOUN' 'PRON' 'CONJ' 'PRON' 'NOUN'
 'ADP' 'ADP' 'CONJ' 'PRON' 'NOUN' 'NOUN' 'ADP' 'ADP' 'PRON' 'X' 'VERB']"
982,"['RT' '@CNNnews18' ':' 'It' 'is' 'a' 'matter' 'of' 'great' 'sadness' ','
 'we' 'condemn' 'this' 'strongly' ',' 'says' 'Afghan' 'Ambassador' 'to'
 'India' 'on' '#UriAttack' 'https://t.co/WB75XF']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en'
 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'rest']","['X' 'X' 'X' 'PRON' 'VERB' 'DET' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'X' 'PRON'
 'VERB' 'DET' 'ADV' 'X' 'VERB' 'ADJ' 'NOUN' 'ADP' 'PROPN' 'ADP' 'X' 'X']"
983,"['Khudi' 'Marwa' 'k' 'Khudi' 'Rola' 'dalo' '...' 'Altaaf' 'Hussain' 'ki'
 'olaad' 'lagty' 'ho' 'hehehehe' '#UriAttack']","['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi'
 'rest' 'rest']","['PRON' 'VERB' 'ADP' 'PRON' 'VERB' 'VERB' 'X' 'PROPN' 'PROPN' 'ADP' 'NOUN'
 'VERB' 'VERB' 'PART' 'X']"
984,"['#UriAttack' ':' 'Slain' 'jawans' 'kin' 'seek' 'strong' 'lesson' 'for'
 'country' 'which' 'sends' 'terrorists' 'to' 'India'
 'https://t.co/wIVBCT7IjI']","['rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'rest' 'rest']","['X' 'X' 'ADJ' 'NOUN' 'NOUN' 'VERB' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'PRON_WH'
 'VERB' 'NOUN' 'ADP' 'PROPN' 'X']"
985,"['Bharat' 'ma' 'ki' 'rakshak' 'shahid' 'soldiers' 'ki' 'khatir' 'isbaar'
 'aap' 'chup' 'nehi' 'baithenge' '.' 'Declare' 'war' 'against' 'pak'
 '#UriAttack' '@narendramodi' '@ndtv']","['rest' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest'
 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest']","['PROPN' 'NOUN' 'ADP' 'NOUN' 'ADJ' 'NOUN' 'ADP' 'ADP' 'ADV' 'PRON' 'VERB'
 'PART_NEG' 'VERB' 'X' 'VERB' 'NOUN' 'ADP' 'PROPN' 'X' 'X' 'X']"
986,"['RT' '@Sandeep2009' ':' 'LOL' 'and' 'ham' 'Hath' 'me' 'Chudiya'
 'pahankar' 'Tweet' 'karte' 'rahe' '!!!!!' '#UriAttack'
 'https://t.co/5ZNFla4mcR']","['rest' 'rest' 'rest' 'rest' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'hi'
 'rest' 'rest' 'rest']","['X' 'X' 'X' 'X' 'CONJ' 'PRON' 'NOUN' 'ADP' 'NOUN' 'VERB' 'VERB' 'VERB'
 'VERB' 'X' 'X' 'X']"
987,"['@iqra_shykh' 'tumlog' '#UriAttack' 'jaisi' 'adayen' 'dikhogi' 'to'
 'tharki' 'pagal' 'ho' 'hi' 'jayenge']",['rest' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'],['X' 'X' 'X' 'ADP' 'NOUN' 'VERB' 'CONJ' 'ADJ' 'ADJ' 'VERB' 'PART' 'VERB']
988,"['#UriAttack' '#Pathankot' 'always' 'sukraksha' 'me' 'chuk' '..' 'then'
 'what' 'are' 'you' 'doing' '#bjp']",['rest' 'rest' 'en' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest'],"['X' 'X' 'ADV' 'NOUN' 'ADP' 'NOUN' 'X' 'CONJ' 'PRON_WH' 'VERB' 'PRON'
 'VERB' 'X']"
989,['Look' 'me' 'in' 'the' 'eye'],['en' 'en' 'en' 'en' 'en'],['VERB' 'PRON' 'ADP' 'DET' 'NOUN']
990,"['RT' '@iAnkurSingh' ':' 'Does' 'Aman' 'ki' 'Asha' 'gang' 'in' 'Pakistan'
 'criticise' 'their' 'govt' 'for' '#UriAttack' '?']","['rest' 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'rest' 'en' 'en'
 'en' 'en' 'rest' 'rest']","['X' 'X' 'X' 'VERB' 'PROPN' 'ADP' 'PROPN' 'NOUN' 'ADP' 'PROPN' 'VERB'
 'PRON' 'NOUN' 'ADP' 'X' 'X']"
991,"['RT' '@arpitasutradhar' ':' '#UriAttack' '.' 'No' 'mre' 'bharosa' 'now'
 'action' '.' 'No' 'mre' 'diplomatic' 'tlks' 'anywhere' '@PMOIndia'
 '@Samvad_Neeti' '@Ajit_Dobhal' '@adgpi']","['rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'hi' 'en' 'en' 'rest' 'en'
 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest']","['X' 'X' 'X' 'X' 'X' 'PART_NEG' 'ADJ' 'NOUN' 'ADV' 'NOUN' 'X' 'PART_NEG'
 'ADJ' 'ADJ' 'NOUN' 'ADV' 'X' 'X' 'X' 'X']"
992,"['@YRDeshmukh' 'aap' 'hi' 'jaise' 'log' 'Kashmir' 'me' 'gvt' 'ke' 'sakhti'
 'ke' 'khilaf' 'aawaaz' 'utha' 'rahe' 'hai' '.' 'Shame' 'on' 'u'
 'leftist/congressi/aap' '.' '#UriAttack']","['rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'rest']","['X' 'PRON' 'PART' 'PRON' 'NOUN' 'PROPN' 'ADP' 'NOUN' 'ADP' 'NOUN' 'ADP'
 'ADP' 'NOUN' 'VERB' 'VERB' 'VERB' 'X' 'VERB' 'ADP' 'PRON' 'X' 'X' 'X']"
993,"['RT' '@Vibhutibhushan4' ':' 'Mumbai' 'ka' ',' 'uri' 'ka' ',' 'sansad'
 'hamlon' 'ka' '...']","['rest' 'rest' 'rest' 'rest' 'hi' 'rest' 'rest' 'hi' 'rest' 'hi' 'hi' 'hi'
 'rest']",['X' 'X' 'X' 'PROPN' 'ADP' 'X' 'PROPN' 'ADP' 'X' 'ADJ' 'NOUN' 'ADP' 'X']
994,"['I' 'hope' 'Indian' 'gov' 'll' 'do' 'take' 'some' 'big' 'steps' 'to'
 'bite' 'Pakistani' 'army' 'a.k.a' 'Terrorists' ',' 'other' 'thn'
 'speculating' 'n' 'murmuring' 'abt' 'd' 'past' '#UriAttack']","['en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'rest' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest']","['PRON' 'VERB' 'ADJ' 'NOUN' 'X' 'VERB' 'VERB' 'PRON' 'ADJ' 'NOUN' 'PART'
 'VERB' 'ADJ' 'NOUN' 'PART' 'NOUN' 'X' 'ADJ' 'CONJ' 'VERB' 'CONJ' 'VERB'
 'ADP' 'DET' 'NOUN' 'X']"
995,"['RT' '@sumeet__Jain' ':' ""It's"" 'high' 'time' 'Ajit' 'Doval' 'sir' '.'
 ""'"" 'Bohot' 'hogaya' ',' 'Ghus' 'ke' 'maaro' 'ab' '.' ""'""]","['rest' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'en' 'rest' 'rest' 'hi'
 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest']","['X' 'X' 'X' 'VERB' 'ADJ' 'NOUN' 'PROPN' 'PROPN' 'NOUN' 'X' 'X' 'ADV'
 'VERB' 'X' 'VERB' 'VERB' 'VERB' 'ADV' 'X' 'X']"
996,"['pahle' '#PathankotAttack' 'uska' 'response' 'phot' 'o-o' 'p' '&'
 'invite' 'to' 'ISI' ',' 'or' 'fir' 'log' 'bhi' 'bhul' 'gaye' '.' 'Ab'
 '#UriAttack' 'response' 'must' 'be' '#SackParrikarDoval' '.']","['hi' 'rest' 'hi' 'en' 'hi' 'rest' 'rest' 'rest' 'en' 'en' 'rest' 'rest'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'rest' 'en' 'en' 'en' 'rest'
 'rest']","['ADV' 'X' 'PRON' 'NOUN' 'X' 'X' 'X' 'CONJ' 'NOUN' 'ADP' 'PROPN' 'X'
 'CONJ' 'ADV' 'NOUN' 'PART' 'VERB' 'VERB' 'X' 'ADV' 'X' 'NOUN' 'VERB'
 'VERB' 'X' 'X']"
997,"['@manoharparrikar' '@DDNewsLive' 'Kab' 'Tak' 'Chalega' 'Please' 'Give'
 'Answers' '#UriAttack']",['rest' 'rest' 'hi' 'hi' 'hi' 'en' 'en' 'en' 'rest'],['X' 'X' 'PRON_WH' 'ADV' 'VERB' 'ADV' 'VERB' 'NOUN' 'X']
998,"['#UriAttack' '@narendramodi' 'Is' 'it' 'not' 'a' 'security' 'threat' 'to'
 'show' 'Top' 'Shot' 'of' 'Uri' 'Brigade' 'HQ' '@CNNnews18' '?']","['rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'rest' 'en' 'rest' 'rest' 'rest']","['X' 'X' 'VERB' 'PRON' 'PART_NEG' 'DET' 'ADJ' 'NOUN' 'PART' 'VERB' 'ADJ'
 'NOUN' 'ADP' 'PROPN' 'PROPN' 'PROPN' 'X' 'X']"
999,"['RT' '@DynamiteNews_' ':' 'RPT' 'NIA' 'to' 'take' 'DNA' 'samples' 'of'
 'four' 'Jaish-e-Mohammad' 'terrorists' 'involved' 'in' '#Uriattack']","['rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'rest' 'en' 'en' 'en' 'rest'
 'en' 'en' 'en' 'rest']","['X' 'X' 'X' 'PROPN' 'PROPN' 'PART' 'VERB' 'ADJ' 'NOUN' 'ADP' 'NUM' 'ADJ'
 'NOUN' 'VERB' 'ADP' 'X']"
1000,"['Chairman' 'NJMC' 'Shri' 'Tika' 'Legai' 'Gurung' ',...'
 'https://t.co/CdcrGauuoJ']",['en' 'rest' 'hi' 'rest' 'rest' 'rest' 'rest' 'rest'],['NOUN' 'PROPN' 'PROPN' 'PROPN' 'PROPN' 'PROPN' 'X' 'X']
1001,"['#UriAttack' 'reminds' 'me' '^' 'respected' 'kannada' 'poet' 'Nisar'
 'Ahmed' 'wrote' '...' 'kurigalu' 'saar' 'kurigalu' '(' 'sheep' 'sir' 'we'
 'are' 'sheep' ')']","['rest' 'en' 'en' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'en' 'rest' 'rest'
 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest']","['X' 'VERB' 'PRON' 'X' 'ADJ' 'ADJ' 'NOUN' 'PROPN' 'PROPN' 'VERB' 'X'
 'PROPN' 'PROPN' 'PROPN' 'X' 'NOUN' 'NOUN' 'PRON' 'VERB' 'NOUN' 'X']"
1002,"['@AkashGadri' ""Modi's"" 'govt' ""doesn't"" 'act' '....' 'q' 'k' '....'
 'HEEJRY' 'baap' 'nahi' 'ban' 'sakte' '.']","['rest' 'rest' 'en' 'en' 'en' 'rest' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi'
 'hi' 'rest']","['X' 'PROPN' 'NOUN' 'VERB' 'VERB' 'X' 'PRON_WH' 'ADP' 'X' 'NOUN' 'NOUN'
 'PART_NEG' 'VERB' 'VERB' 'X']"
1003,"['RT' '@gopal2315' ':' 'When' 'China' 'openly' 'fomenting' 'Pak' ',' 'how'
 'much' 'we' 'r' 'ready' '2' 'confront' 'Pak' '?' 'Is' 'our' 'economy'
 'ready' 'to' 'sustain' 'a' 'major' 'war' '?' '#DestroyPak']","['rest' 'rest' 'rest' 'en' 'rest' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en'
 'en' 'en' 'rest' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'rest' 'rest']","['X' 'X' 'X' 'ADV' 'PROPN' 'ADV' 'VERB' 'PROPN' 'X' 'PRON_WH' 'DET' 'PRON'
 'VERB' 'VERB' 'PART' 'VERB' 'PROPN' 'X' 'VERB' 'PRON' 'NOUN' 'ADJ' 'PART'
 'VERB' 'DET' 'ADJ' 'NOUN' 'X' 'X']"
1004,"['Yeh' 'Angelina' 'Jolie' 'ka' 'divorce' 'bhi' 'Pakistan' 'ki' 'waja' 'se'
 'hua' 'hai' '...' '....' 'Smh']","['hi' 'rest' 'rest' 'hi' 'en' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest'
 'rest' 'rest']","['DET' 'PROPN' 'PROPN' 'ADP' 'NOUN' 'PART' 'PROPN' 'ADP' 'NOUN' 'ADP'
 'VERB' 'VERB' 'X' 'X' 'X']"
