idx,words,lid,ner
934,"['RT' '@sanjaybafna' ':' '#RailBudget2015' 'Not' 'Increasing' 'Passenger'
 'Fares' '-' 'Suresh' 'Prabhu' '#Modi']",['en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O']
935,"['Happy' 'Mahashivratri' 'to' 'all' '.' 'Shivji' 'sabko' 'sahi' 'raah'
 'dikhayen' '.' 'Shivay' 'Shivay' 'Shivay']","['en' 'en' 'en' 'en' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en'
 'en']","['O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'B-PERSON'
 'B-PERSON']"
936,"['RT' '@kchowdhury9' ':' '#boycottraees' 'pura' 'mohalla' 'ban' 'for'
 '#raees']",['en' 'en' 'rest' 'en' 'hi' 'hi' 'hi' 'en' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
937,['Mandir' 'me' 'jaga' 'banalo' 'naya' 'bhagwan' 'aaya' 'hai' '#IndVsAus'],['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
938,"['@Gurmeetramrahim' '#MSGdedicatesAwardToGuruji' 'wow' 'papa' 'g' 'u' 'r'
 'real' 'hero' 'ab' 'toh' 'bs' 'MSG' 'MSG' 'hi' 'hai' 'congo' 'papa' 'g'
 'wadeeee' 'wala']","['en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'en' 'en'
 'hi' 'hi' 'en' 'en' 'en' 'hi' 'hi']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
939,"['@santravendor' '@MohsinAfridi_' '@ZHaider514' 'ha' 'to' 'bhai' 'tum'
 'kuch' 'keh' 'rahe' 'the' 'sun' 're' 'paki' 'baap' 'humesa' 'baap' 'hota'
 'hai']","['en' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']"
940,"['CanvasJS' 'Charts' ':' 'Beautiful' 'high' 'performance' 'HTML5' 'charts'
 '.' 'https://t.co/jFeTTZUR07']",['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
941,"['RT' '@yesman33526309' ':' '@DaaruBaazMehta' '@ArvindKejriwal'
 '@Ankita_Shah8' '@Ikumar7' '@aartic02' 'Chutiye' 'haule' 'laude'
 'kujliwal']",['en' 'rest' 'rest' 'hi' 'rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
942,"['RT' '@TrollKejri' ':' 'Dosto' 'puri' 'Delhi' 'me' 'aaj' 'se' 'free'
 'wifi' 'kar' 'dia' 'gya' 'hai' '.' 'Agr' 'mai' '2019' 'me' 'PM' 'ban'
 'gya' 'to' 'password' 'bhi' 'bata' 'dunga' 'https://t.co/cR']","['en' 'en' 'rest' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'en' 'en' 'hi' 'hi' 'hi'
 'hi' 'rest' 'hi' 'hi' 'rest' 'hi' 'rest' 'hi' 'hi' 'hi' 'en' 'hi' 'hi'
 'hi' 'en']","['O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
943,"['Devon' 'ka' 'Dev' 'MAHADEV' '.' 'Greetings' 'on' 'Mahashivrathri' '.'
 '#Shivaratri' '#MahaShivratri' '#Mahadev']",['en' 'hi' 'hi' 'rest' 'rest' 'en' 'en' 'hi' 'rest' 'rest' 'rest' 'rest'],['O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
944,"['#Vadra' 'ki' 'zameen' 'nahi' 'le' 'paye' 'toh' 'gussa' 'garibo' 'pe'
 'nikal' 'rehe' 'he' '#LandAcquisitionBill' ',' 'Priyanka' 'allready'
 'send' 'a' 'threat' 'to' 'HP' 'govt' '@ravishndtv']","['rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest'
 'rest' 'rest' 'en' 'en' 'en' 'en' 'hi' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON'
 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'I-ORGANISATION' 'O']"
945,"['RT' '@itsmyturn_bali' ':' '#MahaShivratri' 'Har' 'Har' 'Mahadev' 'Jai'
 'Maha' 'Shivratri' 'Its_Raftaar' 'diljitdosanjh' 'Its_Sstar' 'Its_B'
 'http://t.co/BxyeDMqMMn']","['en' 'en' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'hi' 'en'
 'en' 'en']",['O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
946,['@iamsharmi7' 'madam' 'issne' 'kya' 'kia' ':p' '@umar96akmal'],['rest' 'rest' 'hi' 'hi' 'hi' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O']
947,"['*' 'JAI_SHIV_SHANKAR' '*' 'JACOBABAD' 'MEIN' 'REHNE' 'WALI' 'TAMAM'
 'HINDHU' 'BRODRY' 'KO' '""' 'MAHASHIVRATRI' '""' 'KI' 'LAKH' 'LAKH'
 'BHADAI' 'DETE' 'HAIN' ',' 'BY' '>' '@HINDUSANGATJCD' '(' 'TEAM' ')']","['rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'hi' 'rest'
 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'rest' 'rest'
 'rest' 'en' 'rest']","['O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
948,"['#IndVsPak' 'sandar' ',' 'VIRAT' 'jit' '.' 'puri' 'team' 'ne' 'achha'
 'khela' '.' 'cup' 'ki' 'or1' 'kadam' '.' 'aise' 'hi' 'kadam' 'badao' ','
 'cup' 'jit' 'k' 'aao' '.' 'congrets' 'TeamIndia' '.']","['rest' 'rest' 'rest' 'rest' 'hi' 'rest' 'hi' 'en' 'hi' 'hi' 'hi' 'rest'
 'en' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'hi' 'hi' 'hi'
 'rest' 'en' 'rest' 'rest']","['O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'O']"
949,"['@Gurmeetramrahim' '#MustWatchMSG' 'Dhan' 'Dhan' 'Satguru' 'Tera' 'Hi'
 'Aasra' '...' 'GoodMorning' 'Pitaji' '...' 'Bless' 'me' 'n' 'evryone'
 '..' 'Today' 'my' 'Parents' 'Marriage' 'anniv' '.']","['en' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'rest' 'rest' 'en'
 'hi' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest']","['O' 'O' 'B-PERSON' 'I-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
950,"['@ummeaiman07' '""' 'aapko' '""' 'word' 'feels' 'ajeeb' '""' 'aapki' '""'
 'taraf' 'say' ':p']","['en' 'rest' 'hi' 'rest' 'en' 'en' 'hi' 'rest' 'hi' 'rest' 'hi' 'en'
 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
951,"['listening' 'to' 'Ji' 'Huzoori' '-' 'Mithoon' '&' 'Deepali' '-' 'Ki'
 'And' 'Ka']",['en' 'hi' 'hi' 'hi' 'rest' 'en' 'rest' 'en' 'rest' 'hi' 'en' 'hi'],['O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'B-PERSON' 'O' 'O' 'O' 'O']
952,"['RT' '@natashajain6' ':' '#AAPkaCM' '@ArvindKejriwal' '@DrKumarVishwas'
 'Wo' '(' '@AamAadmiParty' ')' 'kal' 'bhi' 'dil' 'ke' 'paas' 'the' ','
 'Wo' 'aaj' 'bhi' 'kareb' 'hai' '...' 'Bharat' 'Mata']","['en' 'rest' 'rest' 'rest' 'en' 'en' 'hi' 'rest' 'en' 'rest' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O']"
953,"['RT' '@SimplyChanakya' ':' 'EconomicTimes' ':' 'How' ""Prabhu's""
 '#RailBudget2015' 'has' ""#Modi's"" 'mantras' '|' 'Full' 'Coverage'
 'http://t.co/i0Gu5B5vmd' 'http://t.co/HrJ']","['en' 'en' 'rest' 'en' 'rest' 'en' 'rest' 'en' 'en' 'rest' 'rest' 'rest'
 'en' 'en' 'en' 'en']","['O' 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
954,"['Rahul' 'Gandhi' ':' '-' 'Yar' 'Bangkok' 'to' 'aa' 'gya' 'but' 'yaha'
 'chota' 'bhim' 'ka' 'timing' 'kya' 'hoga' '?' '#WhereIsRahul'
 '#RahulOnLeave']","['en' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi'
 'hi' 'en' 'hi' 'hi' 'rest' 'en' 'en']","['B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O'
 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
955,"['RT' '@saswat28' ':' 'Famous' 'Shiva' 'Temple' 'of' '#Odisha' '.'
 '#MahaShivratri' '#' '""' '@surya720' ':' 'Ladubaba' 'Temple' ','
 'Sarankul' ',' 'Nayagarh' 'http://t.co/6XLpjt']","['en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'rest'
 'rest' 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'hi' 'en']","['O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE'
 'I-PLACE' 'O' 'B-PLACE' 'O' 'B-PLACE' 'O']"
956,"['Sunabesha' 'aka' '#Golden' 'attire' 'of' 'Akhandalamani' 'on' 'occasion'
 'of' '#MahaShivratri' '#Odisha' '#festival' 'http://t.co/312blwW96R'
 'http://t.co/OuH3NytJS8']","['hi' 'hi' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en'
 'en']",['O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
957,"['RT' 'AAP_Najafgarh' '""' 'RT' 'DaaruBaazMehta' ':' '#CarFreeDay' '-'
 'Clean' 'Environment/' 'Saves' 'tym' '#SwachhDelhi' '-' 'Clean' 'Delhi/'
 'Pollution' 'Free' '#Join']","['en' 'hi' 'rest' 'en' 'hi' 'rest' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest'
 'rest' 'en' 'en' 'en' 'en' 'rest']","['O' 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PLACE' 'O' 'O' 'O']"
958,"['RT' '@SPoonia777' ':' 'All' 'Volunteers' 'are' 'doing' 'humanitarian'
 'deeds' 'All' 'over' 'the' 'world' '!' 'Guru' '@Gurmeetramrahim' 'ji'
 'its' '#MSGsuccessCelebration' 'https' ':/']","['en' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en'
 'rest' 'en' 'en' 'hi' 'en' 'en' 'en' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
959,['Kuch' 'to' 'hai' 'tujhse' '#Rabada' ':P' '#IndvsSA'],['hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O']
960,"['Good' 'that' 'Rohit' 'Sharma' 'got' 'out' '.' 'Opposition' 'mein' 'Sri'
 'Lanka' 'nahi' 'hai' '.' 'Unhone' 'kuch' 'ukhad' 'bhi' 'nahi' 'lena'
 'tha' '.' '#IndvsPak']","['en' 'en' 'en' 'rest' 'en' 'en' 'rest' 'en' 'hi' 'hi' 'hi' 'hi' 'hi'
 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest']","['O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'I-PLACE' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
961,"['RT' '@BollyMention' ':' 'Deepika' 'Padukone' 'Makes' 'A' 'Great' 'Pair'
 'With' '??' 'Ranbir' 'Kapoor' 'or' 'Ranveer' 'Singh' '??']","['en' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest'
 'hi' 'hi' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON'
 'I-PERSON' 'O' 'B-PERSON' 'I-PERSON' 'O']"
962,"['#Fun' '#At' '#Beach' '#Collage' '#PicsArt' 'P' '.' 'C-Akhil' '@'
 'Marina' 'Beach' ',' 'Chennai-Tamilnadu' 'http://t.co/RfMXaQvAYN']","['en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'rest'
 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'I-PERSON' 'O' 'B-PLACE'
 'I-PLACE' 'O' 'B-PLACE' 'O']"
963,"['Prabhu' ""''''"" 'lets' 'do' 'dance' ""''''"" 'deva' '#CelebMiddleNames']",['hi' 'rest' 'hi' 'hi' 'en' 'rest' 'hi' 'en'],['B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
964,"['RT' '@rahaf_rifa' ':' '@TUTULSOTWE' 'Happpyyyyy' 'Walaaaaa'
 'Birthdayyyy' 'baby' 'its' '12.07' 'am' 'in' 'Bangladesh' 'Love' 'you'
 'a' 'bohot' 'saraa' ':' '*' 'You' 'will' 'always' 'be']","['en' 'rest' 'rest' 'en' 'en' 'hi' 'en' 'en' 'en' 'rest' 'en' 'en' 'rest'
 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
965,"['Girls' 'not' 'allowed' 'without' 'Puja' 'thali' 'and' 'a' 'nariyal' 'in'
 'Chandigarh' 'pubs' '.' '#SanskaariChandigarh']",['en' 'en' 'en' 'en' 'en' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O']
966,"['@NaturesDoodle' 'Sir' 'jadeja' 'is' 'here' '#greatBattle' 'in' 'store'
 'for' 'us']",['en' 'hi' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'hi'],['O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
967,"['RT' '@123telugu' ':' 'Photos' ':' 'Supreme' 'team' 'at' 'Kondagattu'
 'Anjaneya' 'Temple' 'https://t.co/KLqCuWDN5p' '#Supreme'
 '@IamSaiDharamTej' 'https://t.co/mfefsJm']","['en' 'en' 'rest' 'en' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en'
 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'I-PLACE' 'I-PLACE' 'O' 'O' 'O'
 'O']"
968,"['@imsatyam15' '@AnjuNagarajan' '@narendramodi' 'Bahot' 'sahi' 'vichar'
 'aur' 'ye' 'bat' 'Atalji' 'ne' 'bhi' 'kahi' 'thi' '.']","['en' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O']
969,"['RT' '@onlibuffness' ':' 'Agla' 'ghar' 'tumhara' 'bhi' 'hosakta' 'hai'
 ';_;' 'https://t.co/5Ld9vlONZK']",['en' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
970,['13' 'hours' 'and' 'counting' '.' 'Long' 'day' 'in' 'zombie' 'mode' '.'],['rest' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
971,"['To' 'Pakistan' 'Cricket' 'Team' ',' 'Tumse' 'Na' 'Ho' 'Paayega' '!'
 '#IndvsPak']",['hi' 'rest' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest'],"['O' 'B-ORGANISATION' 'I-ORGANISATION' 'I-ORGANISATION' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
972,"['RT' '@AlexandruC4' ':' '#BREAKING' ':' 'Russia' 'establishes' 'military'
 'base' 'in' 'Palmyra' ',' 'after' 'driving' 'ISIS'
 'https://t.co/j8xnKTGyYe']","['en' 'en' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest'
 'en' 'en' 'en' 'en']","['O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O'
 'B-ORGANISATION' 'O']"
973,"['@anilkapur_' ':' '#UHF' 'RT' 'DeshGujarat' ':' '31.25' 'ft' 'Rudraksh'
 'Shivling' 'at' 'BilliMora' ',' 'Valsad' 'in' 'South' 'Gujarat'
 '#MahaShivratri' 'http://t.co/hQcc7EGtFo']","['rest' 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en'
 'rest' 'en' 'en' 'en' 'rest' 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'I-PLACE' 'O' 'B-PLACE' 'O'
 'B-PLACE' 'O' 'B-PLACE' 'I-PLACE' 'O' 'O']"
974,"['RT' '@ShivAroor' ':' 'Anyone' 'care' '?' 'The' '3' 'Army' 'jawans'
 'ambushed' ',' 'killed' 'by' 'NSCN' 'terrorists' 'in' 'Arunachal'
 'Pradesh' 'today' ':' 'Sanjiv' 'Kumar' 'Parmal' 'Singh' 'Guj']","['en' 'rest' 'rest' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en'
 'en' 'en' 'en' 'en' 'hi' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'rest'
 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION'
 'O' 'O' 'B-PLACE' 'I-PLACE' 'O' 'O' 'B-PERSON' 'I-PERSON' 'B-PERSON'
 'I-PERSON' 'I-PERSON']"
975,['@ImRaina' 'to' 'pelte' 'hi' 'ja' 'raha' 'hai'],['rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'O']
976,"['RT' '@BDUTT' ':' 'Delhi' 'Police' 'bringing' 'in' 'Journalist' 'Sadiq'
 'Naqvi' 'from' 'Bijnore' 'to' 'question' 'for' 'being' 'friend' 'of'
 'Umar' 'Khalid' ';' 'GOONS' 'FREE' '&' 'LEAD' 'MARCH']","['en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'hi' 'hi' 'rest' 'en' 'en' 'rest' 'en' 'rest']","['O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'B-PLACE'
 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O']"
977,"['@Gurmeetramrahim' 'thanku' 'papa' 'ji' 'best' 'wishij' 'k' 'liy'
 'thanku' 'so' 'much' '#MSGmissionHumanity']",['en' 'en' 'en' 'hi' 'en' 'rest' 'hi' 'en' 'en' 'en' 'en' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
978,"['Rahul' 'gandhi' 'is' 'binging' 'on' 'a' 'chhota' 'bheem' 'marathon' '.'
 '#WhereIsRahul' '@AAPlogical' '@bharat_builder']",['en' 'rest' 'en' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'rest'],['B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O']
979,"['@SahiDisha' 'aaj' 'to' 'soch' 'bhi' 'nahi' 'PA' 'raha' 'k' 'rat' 'ko'
 'party' 'mai' '#WI' 'wale' 'kya' 'karege' '..' '@bloggeray26']","['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'rest'
 'hi' 'hi' 'hi' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']"
980,"['RT' '@NakuulMehta' ':' 'Raina' 'tu' '..' 'Hai' 'Jaisa' 'Tu' '..' 'Thoda'
 'sa' 'dard' 'tu' '..' 'Thoda' 'sakun' '!' '@prasoonjoshi_' 'really'
 'gets' '@ImRaina' '#IndvsBan' '#Delhi6' 'https://t' '.']","['en' 'rest' 'rest' 'rest' 'hi' 'rest' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi'
 'hi' 'hi' 'rest' 'hi' 'hi' 'rest' 'rest' 'en' 'en' 'rest' 'rest' 'rest'
 'en' 'rest']","['O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
981,"['Vijay' 'Mallya' 'ke' 'bure' 'karmoon' 'ki' 'sazaa' 'mil' 'rahi' 'hai'
 'RCB' 'ko' '...' '*' 'kuch' 'log' 'aisa' 'kehte' 'hain' '*']","['en' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'rest'
 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
982,['@paglapur' 'bahut' 'hi' 'ghinona' 'tha' 'yeh' '!!' ':P'],['hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
983,"['RT' '@PMOIndia' ':' 'The' 'work' 'of' 'the' 'banking' 'sector' 'in'
 'Jan' 'Dhan' 'Yojana' 'is' 'immense' ':' 'PM' '@narendramodi']","['en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'hi' 'hi' 'hi' 'en'
 'en' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'I-ORGANISATION'
 'I-ORGANISATION' 'O' 'O' 'O' 'O' 'O']"
984,"['@its_ayeshaa' '@MaskedSRKFan' '@Sadiatistic' 'mein' 'toh' 'twitter' 'pe'
 'hi' 'tweet' 'raha' 'hun']",['hi' 'en' 'en' 'hi' 'hi' 'en' 'hi' 'hi' 'en' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'O']
985,"['@Clawalpha' '@the_master_gogo' '@nandu_maharaj' '@officialsukhbir'
 'acha' 'ice' 'hi' 'mangwa' 'le' 'it' 'will' 'give' 'ya' 'relief' 'on'
 'ur' 'face' '#SummerInTheCity']","['en' 'en' 'rest' 'en' 'hi' 'en' 'hi' 'hi' 'hi' 'en' 'en' 'en' 'hi' 'en'
 'en' 'en' 'en' 'en']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
986,"['@SrBachchan' 'aap' 'hamesha' 'university' 'ke' 'bahar' 'ke' 'halat' 'se'
 'rubaru' 'karwate' 'hain' ',' 'university' 'ke' 'bheetar' 'bhi' 'Jana'
 'hota' 'tha' '?']","['hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest'
 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
987,"['Aa' 'gayi' '#Congress' 'apni' 'aukaat' 'pe' '.' 'Congress' 'is' 'going'
 'to' 'disrupt' '#RailBudget2015' '!!' '#SureshPrabhu']","['hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'en' 'en' 'en' 'en'
 'rest' 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
